order_id,order_date,customer_id,customer_segment,region,product_category,sales_channel,quantity,unit_price,revenue,cost,discount_pct,order_status,currency
ORD-101015,2023-11-29,CUST-0057,Wholesale,Giza,Groceries,Store,64,141.62,9063.93,5889.35,0.21,Completed,EGP
ORD-100789,2023-09-05,CUST-0173,Retail,Cairo,Electronics,Online,2,2035.14,4070.28,3052.88,0.12,Completed,EGP
ORD-100673,2023-01-04,CUST-0235,Retail,Giza,Electronics,Store,5,2890.53,14452.64,9166.27,0.046,Completed,EGP
ORD-100572,2024-03-12,CUST-0310,Retail,Cairo,Groceries,Phone,4,205.07,820.27,510.66,0.155,Completed,EGP
ORD-100235,2024-02-03,CUST-0026,Corporate,Alexandria,Stationery,Online,5,49.03,245.14,181.92,0.179,Completed,EGP
ORD-100468,2024-03-24,CUST-0119,Corporate,Cairo,Clothing,Store,5,493.6,2467.98,1868.58,0.026,Completed,EGP
ORD-100070,2024-02-08,CUST-0219,Retail,Cairo,Electronics,Online,2,3569.49,7138.99,5374.22,0.059,Completed,EGP
ORD-100629,2024-03-27,CUST-0177,Wholesale,,Clothing,Store,24,413.77,9930.38,8141.72,0.11,Completed,EGP
ORD-100883,2024-08-09,CUST-0220,Retail,Aswan,Electronics,Store,1,3495.8,3495.8,2274.59,0.245,Completed,EGP
ORD-100681,2023-06-14,CUST-0090,Retail,,Electronics,Store,4,1806.04,7224.15,5251.93,0.204,Cancelled,EGP
ORD-100277,2024-04-22,CUST-0304,Retail,Giza,Electronics,Phone,4,1879.39,7517.55,5218.21,0.111,Completed,EGP
ORD-100305,2024-06-12,CUST-0184,Wholesale,Mansoura,Groceries,Phone,15,112.21,1683.19,1079.75,0.008,Completed,EGP
ORD-100574,2023-01-27,CUST-0240,Retail,Alexandria,Groceries,Online,6,82.8,496.8,360.18,,Returned,EGP
ORD-100518,2024-03-06,CUST-0171,Retail,Mansoura,Electronics,Phone,3,1547.2,4641.6,3577.1,0.201,Cancelled,EGP
ORD-100194,2024-04-17,CUST-0306,Corporate,Cairo,Furniture,Store,3,1952.75,5858.24,4750.61,0.057,Completed,EGP
ORD-100545,2023-09-30,CUST-0033,Retail,Mansoura,Groceries,Store,5,69.06,345.29,190.56,0.089,Cancelled,EGP
ORD-100759,2024-11-18,CUST-0014,Wholesale,Cairo,Furniture,Online,48,1827.09,87700.42,49248.81,0.184,Completed,EGP
ORD-101106,2023-04-30,CUST-0309,Wholesale,Mansoura,Furniture,Online,20,1423.89,28477.73,23038.75,0.211,Completed,EGP
ORD-100265,2023-05-28,CUST-0264,Wholesale,Aswan,Furniture,Store,12,1844.75,22137.06,18296.84,0.029,Completed,EGP
ORD-100936,2024-06-14,CUST-0142,Retail,Alexandria,Stationery,Online,6,48.8,292.79,166.18,0.215,Completed,EGP
ORD-100376,2024-11-08,CUST-0086,Wholesale,Alexandria,Groceries,Store,35,154.75,5416.32,4319.86,0.065,Completed,EGP
ORD-100139,2023-06-09,CUST-0153,Wholesale,Mansoura,Stationery,Store,18,59.41,1069.37,707.89,0.095,Completed,EGP
ORD-100119,2024-07-11,CUST-0081,Corporate,Mansoura,Clothing,Store,8,509.09,4072.74,3011.18,0.015,Completed,EGP
ORD-100808,2024-12-20,CUST-0127,Retail,Cairo,Furniture,Store,4,1632.45,6529.8,3600.29,0.12,Completed,EGP
ORD-100149,2024-10-12,CUST-0126,Retail,Alexandria,Clothing,Store,1,552.35,552.35,386.16,0.052,Completed,EGP
ORD-100537,2023-06-27,CUST-0144,Wholesale,Giza,Groceries,Phone,56,122.06,6835.11,5587.87,0.145,Returned,EGP
ORD-100720,2023-05-30,CUST-0041,Retail,Aswan,Groceries,Online,5,86.37,431.83,352.35,0.067,Completed,EGP
ORD-100809,2024-06-26,CUST-0282,Wholesale,Cairo,Groceries,Online,21,95.07,1996.37,1315.85,0.015,Completed,EGP
ORD-100161,2023-03-20,CUST-0173,Retail,Cairo,Groceries,Online,4,92.55,370.22,234.59,0.005,Completed,EGP
ORD-101104,2023-04-21,CUST-0263,Retail,Giza,Groceries,Online,3,99.17,297.52,188.44,0.02,Completed,EGP
ORD-100456,2023-02-18,CUST-0265,Wholesale,,Electronics,Online,16,2675.53,42808.42,35860.82,0.026,Completed,EGP
ORD-100794,2024-09-22,CUST-0155,Retail,Giza,Clothing,Online,8,422.9,3383.18,2683.7,0.088,Completed,EGP
ORD-100041,2023-03-08,CUST-0311,Corporate,Cairo,Furniture,Online,1,1598.33,1598.33,,0.188,Completed,EGP
ORD-100540,2023-04-27,CUST-0116,Retail,Alexandria,Electronics,Online,5,2629.26,13146.32,9630.43,0.215,Completed,EGP
ORD-100768,2023-12-22,CUST-0005,Retail,,Electronics,Online,6,4121.01,24726.07,19746.79,0.053,Completed,EGP
ORD-100407,2023-01-28,CUST-0041,Retail,Alexandria,Groceries,Store,4,167.79,671.14,402.91,0.166,Completed,EGP
ORD-100964,2023-06-01,CUST-0098,Retail,Giza,Furniture,Store,4,1535.32,6141.3,4090.06,0.091,Cancelled,EGP
ORD-100440,2024-06-06,CUST-0125,Corporate,,Electronics,Store,1,2239.19,2239.19,1501.56,0.094,Completed,EGP
ORD-100804,2024-07-23,CUST-0306,Retail,Cairo,Groceries,Online,7,149.72,1048.06,644.02,0.218,Completed,EGP
ORD-100124,2023-02-19,CUST-0181,Wholesale,Aswan,Electronics,Online,48,2450.39,117618.87,90709.89,0.075,Completed,EGP
ORD-100417,2023-09-29,CUST-0072,Retail,Cairo,Clothing,Phone,7,316.61,2216.29,1809.78,,Completed,EGP
ORD-101025,2023-05-14,CUST-0059,Retail,Cairo,Electronics,Store,2,1775.23,3550.46,2311.86,0.167,Completed,EGP
ORD-101010,2023-01-03,CUST-0168,Retail,Alexandria,Furniture,Online,1,1249.82,1249.82,746.25,0.068,Completed,EGP
ORD-100249,2024-08-02,CUST-0008,Corporate,Aswan,Electronics,Store,4,1751.08,7004.32,5390.26,0.084,Completed,EGP
ORD-101077,2024-10-31,CUST-0258,Wholesale,Aswan,Furniture,Store,15,1978.64,29679.54,18187.57,0.168,Completed,EGP
ORD-101068,2024-05-08,CUST-0236,Retail,Alexandria,Clothing,Store,5,400.79,2003.96,1150.39,,Completed,EGP
ORD-100378,2023-09-05,CUST-0210,Retail,Alexandria,Groceries,Online,7,85.23,596.61,335.06,0.055,Completed,EGP
ORD-100129,2024-05-29,CUST-0119,Wholesale,Cairo,Clothing,Store,4,267.43,1069.72,619.43,0.219,Completed,EGP
ORD-100308,2024-08-23,CUST-0313,Retail,Alexandria,Electronics,Store,6,2708.16,16248.99,12277.83,0.23,Completed,EGP
ORD-100510,2023-08-19,CUST-0228,Wholesale,,Clothing,Store,24,342.48,8219.59,6933.32,0.175,Completed,EGP
ORD-100957,2023-07-19,CUST-0145,Retail,Mansoura,Furniture,Online,6,2309.8,13858.82,7898.7,0.224,Completed,EGP
ORD-100916,2023-05-04,CUST-0029,Corporate,Giza,Clothing,Online,4,560.88,2243.51,1542.78,0.013,Completed,EGP
ORD-100424,2023-08-29,CUST-0044,Corporate,Giza,Clothing,Phone,6,517.25,3103.52,2072.83,0.128,Completed,EGP
ORD-100856,2023-08-06,CUST-0313,Retail,Alexandria,Clothing,Store,1,326.74,326.74,212.83,,Returned,EGP
ORD-100858,2023-05-14,CUST-0066,Wholesale,Alexandria,Groceries,Store,16,123.81,1981.03,1287.16,0.074,Completed,EGP
ORD-100055,2023-09-08,CUST-0084,Retail,Aswan,Furniture,Store,3,1881.0,5643.0,3987.95,0.056,Completed,EGP
ORD-101180,2023-09-30,CUST-0221,Retail,Mansoura,Groceries,Store,6,140.09,840.56,570.14,0.15,Completed,EGP
ORD-100383,2023-11-02,CUST-0206,Wholesale,Mansoura,Electronics,Online,32,5070.94,162270.23,90443.67,0.171,Returned,EGP
ORD-100833,2024-01-06,CUST-0163,Wholesale,Cairo,Groceries,Phone,5,93.34,466.72,377.04,0.034,Completed,EGP
ORD-100474,2023-07-19,CUST-0113,Wholesale,Alexandria,Stationery,Store,32,108.9,3484.86,2019.26,0.1,Completed,EGP
ORD-100851,2023-09-19,CUST-0283,Wholesale,Alexandria,Furniture,Store,5,2174.65,10873.26,6939.99,0.185,Completed,EGP
ORD-100145,2023-03-11,CUST-0226,Retail,Cairo,Clothing,Online,7,260.21,1821.47,1170.09,0.116,Completed,EGP
ORD-101129,2023-03-17,CUST-0091,Corporate,Mansoura,Clothing,Store,1,476.9,476.9,392.23,0.147,Completed,EGP
ORD-100499,2024-10-02,CUST-0233,Retail,Aswan,Stationery,Online,2,52.12,104.25,62.34,0.178,Cancelled,EGP
ORD-101094,2024-12-25,CUST-0127,Retail,Giza,Electronics,Phone,5,2984.27,14921.33,9666.98,0.031,Completed,EGP
ORD-100489,2024-11-02,CUST-0081,Retail,Giza,Groceries,Store,6,174.39,1046.32,635.53,0.229,Completed,EGP
ORD-100871,2023-09-23,CUST-0313,Retail,Alexandria,Clothing,Online,3,519.05,1557.16,1180.64,0.004,Completed,EGP
ORD-100148,2024-09-23,CUST-0303,Retail,Cairo,Stationery,Phone,1,61.94,61.94,38.81,0.135,Completed,EGP
ORD-100787,2023-08-30,CUST-0036,Retail,Aswan,Groceries,Online,7,142.97,1000.82,850.01,0.025,Completed,EGP
ORD-101182,2024-03-14,CUST-0150,Retail,Aswan,Clothing,Store,2,357.3,714.6,607.24,0.195,Cancelled,EGP
ORD-100098,2024-08-31,CUST-0145,Wholesale,Alexandria,Clothing,Store,48,483.41,23203.56,18501.33,0.064,Completed,EGP
ORD-100447,2023-05-23,CUST-0314,Retail,Aswan,Groceries,Store,6,109.56,657.39,557.2,0.206,Completed,EGP
ORD-100013,2023-10-20,CUST-0249,Retail,Giza,Furniture,Online,5,2975.14,14875.69,8764.38,0.163,Cancelled,EGP
ORD-100595,2024-10-18,CUST-0255,Wholesale,,Clothing,Store,18,361.34,6504.16,5390.08,0.056,Completed,EGP
ORD-100734,2023-05-03,CUST-0296,Wholesale,Alexandria,Groceries,Online,16,93.66,1498.48,1197.43,0.103,Completed,EGP
ORD-100220,2024-10-20,CUST-0209,Retail,Giza,Electronics,Store,5,2140.52,10702.62,6775.28,0.225,Completed,EGP
ORD-100903,2024-08-18,CUST-0307,Wholesale,Giza,Furniture,Online,18,2218.07,39925.21,28680.4,0.046,Completed,EGP
ORD-100723,2023-03-27,CUST-0016,Retail,Alexandria,Groceries,Online,3,209.21,627.63,359.13,0.217,Completed,EGP
ORD-100448,2023-01-24,CUST-0242,Retail,Cairo,Furniture,Phone,8,1771.8,14174.39,11616.67,0.179,Cancelled,EGP
ORD-100987,2024-07-27,CUST-0053,Wholesale,Alexandria,Groceries,Online,21,121.27,2546.65,1405.61,0.023,Completed,EGP
ORD-100454,2023-09-14,CUST-0254,Retail,Aswan,Groceries,Store,5,81.63,408.16,275.21,,Completed,EGP
ORD-101168,2024-08-21,CUST-0080,Retail,,Furniture,Store,7,1791.85,12542.98,10038.5,0.144,Completed,EGP
ORD-100279,2023-12-23,CUST-0046,Retail,Alexandria,Clothing,Online,7,738.13,5166.94,2884.93,,Cancelled,EGP
ORD-100432,2023-11-16,CUST-0200,Wholesale,Cairo,Groceries,Online,9,202.3,1820.71,1317.49,,Completed,EGP
ORD-100111,2024-10-21,CUST-0042,Wholesale,Giza,Groceries,Phone,42,130.19,5467.83,3168.22,0.086,Completed,EGP
ORD-101087,2024-07-30,CUST-0185,Retail,Cairo,Electronics,Store,8,2873.77,22990.14,19412.92,0.003,Returned,EGP
ORD-100056,2024-10-17,CUST-0012,Wholesale,Giza,Clothing,Store,36,328.82,11837.42,7521.39,0.056,Completed,EGP
ORD-100546,2024-03-15,CUST-0139,Corporate,Alexandria,Electronics,Phone,2,2753.78,5507.56,4282.36,0.149,Completed,EGP
ORD-100611,2024-10-14,CUST-0227,Wholesale,Mansoura,Stationery,Store,24,52.18,1252.42,1019.15,0.1,Completed,EGP
ORD-100342,2023-02-20,CUST-0197,Wholesale,Cairo,Stationery,Online,32,43.91,1405.05,971.83,0.198,Completed,EGP
ORD-100078,2024-10-17,CUST-0160,Retail,Cairo,Groceries,Online,4,90.75,362.99,292.81,0.211,Completed,EGP
ORD-100035,2024-09-10,CUST-0247,Retail,Mansoura,Electronics,Online,6,2401.51,14409.08,9392.48,0.06,Completed,EGP
ORD-100254,2024-10-08,CUST-0066,Retail,Aswan,Stationery,Online,6,42.01,252.06,143.71,,Completed,EGP
ORD-101101,2024-02-02,CUST-0125,Retail,Cairo,Groceries,Online,3,87.75,263.26,163.09,0.055,Completed,EGP
ORD-101023,2024-01-26,CUST-0229,Retail,Cairo,Clothing,Phone,3,511.89,1535.68,1165.64,0.08,Completed,EGP
ORD-100025,2023-01-01,CUST-0213,Retail,Cairo,Groceries,Phone,5,187.19,935.93,558.16,0.058,Completed,EGP
ORD-100299,2023-06-08,CUST-0117,Retail,Cairo,Clothing,Phone,6,723.58,4341.47,2559.82,0.232,Completed,EGP
ORD-100327,2024-11-09,CUST-0261,Retail,Alexandria,Groceries,Phone,7,144.94,1014.59,694.16,0.088,Completed,EGP
ORD-100475,2023-07-06,CUST-0280,Retail,Alexandria,Clothing,Store,3,504.68,1514.04,949.72,0.152,Completed,EGP
ORD-100717,2024-09-21,CUST-0286,Retail,Giza,Furniture,Phone,6,2010.53,12063.18,6767.49,0.046,Completed,EGP
ORD-101038,2024-08-05,CUST-0045,Retail,Aswan,Electronics,Online,3,1487.04,4461.12,3526.91,0.128,Completed,EGP
ORD-101065,2023-10-16,CUST-0107,Retail,Cairo,Clothing,Store,3,529.84,1589.51,927.4,0.004,Completed,EGP
ORD-101158,2024-06-27,CUST-0278,Retail,,Groceries,Online,1,116.26,116.26,91.02,0.217,Completed,EGP
ORD-100122,2023-05-09,CUST-0214,Retail,Cairo,Clothing,Online,5,503.56,2517.82,,,Cancelled,EGP
ORD-100445,2024-09-14,CUST-0122,Retail,Aswan,Clothing,Store,7,332.48,2327.38,1408.06,0.142,Completed,EGP
ORD-101190,2024-12-17,CUST-0302,Retail,Cairo,Clothing,Store,7,756.44,5295.06,3791.73,0.119,Returned,EGP
ORD-100463,2024-11-30,CUST-0039,Retail,Cairo,Furniture,Online,4,3450.04,13800.17,8602.04,0.044,Completed,EGP
ORD-100411,2024-12-08,CUST-0092,Corporate,,Groceries,Store,2,170.33,340.66,286.27,0.164,Completed,EGP
ORD-100657,2024-03-13,CUST-0120,Retail,Cairo,Electronics,Store,5,1618.58,8092.88,5671.62,0.087,Completed,EGP
ORD-100722,2024-03-26,CUST-0104,Wholesale,Alexandria,Stationery,Store,35,64.18,2246.46,,0.136,Completed,EGP
ORD-101152,2023-11-30,CUST-0185,Retail,Mansoura,Stationery,Store,7,115.98,811.89,664.72,0.07,Completed,EGP
ORD-101023,2024-01-26,CUST-0229,Retail,Cairo,Clothing,Phone,3,511.89,1535.68,1165.64,0.08,Completed,EGP
ORD-100381,2023-11-24,CUST-0046,Retail,Mansoura,Electronics,Online,4,3340.47,13361.89,7837.57,0.015,Completed,EGP
ORD-100958,2024-11-02,CUST-0142,Retail,Aswan,Electronics,Store,3,3467.53,10402.59,6189.14,0.206,Completed,EGP
ORD-101039,2024-12-17,CUST-0081,Wholesale,Cairo,Furniture,Store,14,2293.82,32113.45,21730.3,0.031,Completed,EGP
ORD-100097,2024-02-08,CUST-0310,Retail,,Clothing,Phone,6,240.57,1443.43,1171.07,,Completed,EGP
ORD-100569,2024-07-26,CUST-0265,Retail,Cairo,Groceries,Store,8,61.98,495.84,396.78,0.026,Completed,EGP
ORD-100233,2024-04-13,CUST-0016,Wholesale,Cairo,Groceries,Online,35,141.79,4962.61,2909.59,0.014,Completed,EGP
ORD-101027,2023-10-22,CUST-0301,Wholesale,Alexandria,Clothing,Online,8,887.99,7103.91,4121.0,0.109,Returned,EGP
ORD-100738,2023-09-01,CUST-0184,Corporate,Alexandria,Stationery,Store,2,48.28,96.57,70.62,0.131,Completed,EGP
ORD-100442,2024-12-30,CUST-0043,Retail,Cairo,Clothing,Phone,5,405.01,2025.05,1437.34,0.223,Completed,EGP
ORD-100674,2023-07-22,CUST-0168,Retail,Giza,Electronics,Online,2,1546.62,3093.24,2232.4,0.037,Completed,EGP
ORD-100600,2023-02-20,CUST-0068,Wholesale,Giza,Furniture,Online,24,1435.32,34447.7,20368.8,0.128,Completed,EGP
ORD-100390,2024-08-19,CUST-0076,Retail,Cairo,Electronics,Online,5,1547.56,7737.81,4698.1,0.198,Returned,EGP
ORD-100950,2024-07-06,CUST-0217,Retail,Alexandria,Clothing,Store,1,394.2,394.2,251.31,0.041,Completed,EGP
ORD-100643,2024-05-28,CUST-0157,Retail,Cairo,Stationery,Store,7,46.51,325.6,259.72,0.1,Completed,EGP
ORD-100301,2024-01-03,CUST-0025,Retail,Cairo,Clothing,Online,5,542.57,2712.86,1784.52,0.163,Completed,EGP
ORD-101181,2024-08-08,CUST-0213,Retail,Giza,Electronics,Store,3,2260.24,6780.71,5201.08,0.061,Completed,EGP
ORD-100002,2023-10-19,CUST-0202,Corporate,Alexandria,Electronics,Store,7,2771.08,19397.55,13958.31,,Completed,EGP
ORD-100413,2023-11-16,CUST-0249,Corporate,Cairo,Furniture,Online,6,2466.8,14800.82,12347.62,0.129,Completed,EGP
ORD-100782,2023-11-22,CUST-0205,Retail,Cairo,Electronics,Online,4,4052.24,16208.96,13641.04,0.025,Completed,EGP
ORD-100822,2023-04-06,CUST-0050,Retail,Cairo,Furniture,Store,5,1321.52,6607.58,5296.19,0.053,Completed,EGP
ORD-100478,2024-12-22,CUST-0266,Wholesale,Mansoura,Furniture,Online,5,1610.65,8053.23,6642.99,0.161,Completed,EGP
ORD-100513,2023-03-30,CUST-0209,Retail,Cairo,Electronics,Online,5,2518.34,12591.72,10043.28,0.013,Completed,EGP
ORD-101110,2024-05-19,CUST-0151,Wholesale,Cairo,Electronics,Online,12,1311.85,15742.15,12189.0,0.232,Completed,EGP
ORD-100163,2023-12-23,CUST-0067,Corporate,Cairo,Stationery,Store,1,81.8,81.8,,0.098,Completed,EGP
ORD-100403,2023-08-24,CUST-0285,Retail,Cairo,Clothing,Store,5,551.93,2759.66,2228.94,0.161,Completed,EGP
ORD-100998,2023-08-08,CUST-0301,Wholesale,Cairo,Furniture,Online,7,2624.39,18370.74,14881.16,0.106,Completed,EGP
ORD-101056,2023-10-28,CUST-0004,Retail,Mansoura,Electronics,Store,8,3201.57,25612.59,18320.8,0.006,Completed,EGP
ORD-100062,2024-02-09,CUST-0292,Corporate,,Electronics,Online,8,2950.88,23607.03,13462.45,0.203,Completed,EGP
ORD-101105,2024-06-26,CUST-0076,Retail,Giza,Clothing,Store,5,400.62,2003.1,1175.76,0.115,Returned,EGP
ORD-101076,2024-04-07,CUST-0001,Wholesale,Aswan,Groceries,Online,35,191.98,6719.29,4832.05,0.173,Cancelled,EGP
ORD-100645,2024-10-03,CUST-0166,Retail,Cairo,Furniture,Store,5,2446.69,12233.45,9770.83,0.114,Completed,EGP
ORD-100059,2024-01-20,CUST-0144,Retail,Aswan,Clothing,Store,8,356.14,2849.11,2119.76,0.237,Completed,EGP
ORD-100075,2024-02-06,CUST-0054,Retail,Cairo,Groceries,Store,1,70.85,70.85,43.26,0.222,Returned,EGP
ORD-100090,2023-11-18,CUST-0163,Retail,Cairo,Stationery,Store,1,119.39,119.39,89.46,0.083,Completed,EGP
ORD-100201,2024-04-07,CUST-0068,Wholesale,Alexandria,Furniture,Store,49,1364.11,66841.61,44591.75,0.205,Returned,EGP
ORD-100191,2024-09-05,CUST-0230,Retail,Alexandria,Clothing,Phone,6,483.12,2898.74,1989.96,0.028,Completed,EGP
ORD-100888,2024-03-18,CUST-0040,Retail,Cairo,Clothing,Store,4,416.0,1664.01,1006.45,0.134,Completed,EGP
ORD-100792,2024-08-08,CUST-0214,Retail,Cairo,Groceries,Store,6,114.1,684.63,438.95,0.015,Returned,EGP
ORD-101028,2024-09-10,CUST-0304,Retail,Alexandria,Clothing,Phone,3,385.95,1157.85,813.01,0.086,Completed,EGP
ORD-101034,2024-10-15,CUST-0148,Retail,Alexandria,Groceries,Store,6,107.38,644.27,544.26,0.224,Completed,EGP
ORD-100821,2023-05-08,CUST-0055,Wholesale,,Electronics,Store,42,1439.9,60475.68,49740.71,0.165,Completed,EGP
ORD-101086,2024-12-16,CUST-0311,Corporate,Giza,Electronics,Online,3,4967.78,14903.35,12372.84,0.078,Completed,EGP
ORD-100248,2024-02-27,CUST-0088,Retail,Alexandria,Furniture,Store,6,1689.81,10138.85,8546.48,0.028,Completed,EGP
ORD-100214,2023-01-20,CUST-0264,Retail,Giza,Electronics,Online,1,2223.14,2223.14,1483.02,0.09,Cancelled,EGP
ORD-100178,2023-11-15,CUST-0171,Wholesale,Cairo,Groceries,Store,48,194.06,9314.88,7064.3,0.035,Completed,EGP
ORD-100612,2024-07-27,CUST-0093,Retail,Aswan,Electronics,Online,7,1897.57,13282.96,7953.01,0.231,Completed,EGP
ORD-100388,2023-06-06,CUST-0285,Wholesale,Alexandria,Clothing,Store,24,738.44,17722.58,10086.48,0.155,Completed,EGP
ORD-101082,2024-05-06,CUST-0186,Retail,Aswan,Clothing,Online,7,490.01,3430.06,2879.35,0.086,Completed,EGP
ORD-100481,2023-06-02,CUST-0075,Retail,Cairo,Groceries,Online,6,106.17,637.04,357.45,0.238,Completed,EGP
ORD-100979,2023-12-30,CUST-0096,Wholesale,Alexandria,Furniture,Online,18,3579.45,64430.02,49238.86,0.2,Completed,EGP
ORD-100816,2023-03-23,CUST-0300,Retail,Giza,Groceries,Store,1,106.4,106.4,81.64,0.031,Completed,EGP
ORD-100937,2024-11-23,CUST-0237,Retail,Cairo,Groceries,Online,1,188.37,188.37,103.73,,Completed,EGP
ORD-100520,2023-10-27,CUST-0005,Corporate,Cairo,Electronics,Store,3,2870.61,8611.84,6866.47,,Completed,EGP
ORD-100229,2023-07-24,CUST-0284,Wholesale,Cairo,Furniture,Phone,8,2282.03,18256.26,12938.76,0.009,Completed,EGP
ORD-101006,2023-10-12,CUST-0106,Retail,Cairo,Furniture,Online,2,2006.14,4012.28,2581.63,0.059,Completed,EGP
ORD-101092,2024-07-31,CUST-0199,Retail,Cairo,Groceries,Online,3,93.4,280.2,183.14,0.089,Completed,EGP
ORD-100773,2024-08-09,CUST-0156,Retail,Mansoura,Groceries,Online,7,146.85,1027.94,625.12,0.106,Returned,EGP
ORD-100791,2024-06-03,CUST-0190,Retail,Aswan,Groceries,Store,5,94.88,474.4,288.16,0.173,Completed,EGP
ORD-101078,2023-05-14,CUST-0217,Retail,Alexandria,Electronics,Store,6,3129.05,18774.27,15066.78,0.157,Completed,EGP
ORD-100596,2024-11-19,CUST-0176,Retail,Cairo,Clothing,Online,6,947.71,5686.26,,0.158,Completed,EGP
ORD-100648,2023-08-11,CUST-0190,Retail,Giza,Groceries,Online,5,81.38,406.88,296.26,,Completed,EGP
ORD-100300,2024-01-18,CUST-0186,Corporate,Giza,Stationery,Online,2,61.68,123.35,98.18,0.231,Completed,EGP
ORD-100897,2023-12-25,CUST-0090,Retail,Cairo,Stationery,Phone,4,46.53,186.13,152.99,0.21,Completed,EGP
ORD-100404,2023-08-21,CUST-0058,Retail,Mansoura,Electronics,Online,5,2620.41,13102.05,7830.95,0.048,Completed,EGP
ORD-100340,2024-07-11,CUST-0055,Corporate,Cairo,Furniture,Phone,1,1403.37,1403.37,1010.49,0.145,Completed,EGP
ORD-100745,2024-08-12,CUST-0112,Corporate,Cairo,Clothing,Store,1,582.92,582.92,368.52,0.036,Completed,EGP
ORD-101047,2024-09-17,CUST-0181,Retail,Cairo,Groceries,Store,6,110.27,661.6,371.24,0.187,Completed,EGP
ORD-100617,2024-10-18,CUST-0010,Retail,Cairo,Clothing,Phone,1,583.08,583.08,322.3,0.098,Completed,EGP
ORD-100820,2023-04-10,CUST-0006,Retail,Cairo,Electronics,Online,8,2327.62,18620.97,15101.8,0.105,Completed,EGP
ORD-100019,2023-06-15,CUST-0211,Retail,Alexandria,Groceries,Phone,4,105.13,420.53,231.64,0.234,Completed,EGP
ORD-101112,2024-03-07,CUST-0248,Wholesale,Cairo,Clothing,Online,30,401.74,12052.07,9598.14,0.198,Completed,EGP
ORD-100011,2023-10-01,CUST-0299,Retail,Giza,Groceries,Online,8,154.78,1238.23,914.0,0.248,Completed,EGP
ORD-100048,2023-08-11,CUST-0067,Retail,Giza,Groceries,Online,7,78.7,550.91,421.15,0.164,Completed,EGP
ORD-100627,2024-06-04,CUST-0257,Retail,Giza,Groceries,Online,1,138.81,138.81,90.17,0.124,Completed,EGP
ORD-100469,2024-01-14,CUST-0038,Retail,Mansoura,Electronics,Online,4,3134.02,12536.1,8954.26,0.11,Completed,EGP
ORD-100441,2024-09-13,CUST-0132,Corporate,Aswan,Clothing,Phone,2,403.27,806.54,576.18,0.23,Completed,EGP
ORD-100128,2023-02-15,CUST-0160,Retail,Cairo,Groceries,Online,2,66.03,132.07,109.44,0.107,Completed,EGP
ORD-101167,2024-03-05,CUST-0097,Corporate,Cairo,Furniture,Online,5,1665.72,8328.6,5244.58,0.012,Completed,EGP
ORD-100433,2024-12-02,CUST-0117,Retail,Alexandria,Groceries,Store,2,159.3,318.6,198.65,0.204,Completed,EGP
ORD-100970,2023-06-02,CUST-0190,Retail,Cairo,Furniture,Store,2,1833.18,3666.36,2999.35,0.016,Cancelled,EGP
ORD-100159,2024-03-24,CUST-0038,Retail,Alexandria,Clothing,Store,7,455.1,3185.68,1954.74,0.19,Completed,EGP
ORD-100186,2023-09-24,CUST-0279,Retail,Cairo,Electronics,Online,5,3616.22,18081.09,12173.37,0.14,Completed,EGP
ORD-100206,2023-12-02,CUST-0144,Retail,Cairo,Electronics,Store,3,3305.71,9917.12,8104.34,0.16,Completed,EGP
ORD-101093,2024-06-22,CUST-0071,Retail,Giza,Clothing,Store,8,346.3,2770.38,1642.77,0.103,Completed,EGP
ORD-101109,2024-10-13,CUST-0134,Wholesale,Aswan,Stationery,Store,18,49.39,889.1,650.51,0.075,Completed,EGP
ORD-100497,2023-02-04,CUST-0255,Wholesale,Cairo,Stationery,Online,21,56.05,1177.09,724.03,0.204,Completed,EGP
ORD-101040,2024-08-13,CUST-0228,Retail,Aswan,Stationery,Store,6,49.42,296.55,238.88,0.008,Completed,EGP
ORD-100079,2024-09-29,CUST-0049,Retail,Giza,Clothing,Store,6,528.18,3169.07,,0.063,Completed,EGP
ORD-100470,2024-08-07,CUST-0166,Retail,Mansoura,Groceries,Store,5,115.29,576.44,396.48,0.04,Completed,EGP
ORD-100906,2023-03-03,CUST-0198,Retail,Cairo,Electronics,Online,6,3734.15,22404.89,18584.25,0.063,Completed,EGP
ORD-101183,2024-01-19,CUST-0318,Retail,Alexandria,Groceries,Store,2,139.09,278.17,163.77,,Completed,EGP
ORD-100123,2023-12-22,CUST-0116,Retail,Cairo,Groceries,Online,2,126.8,253.59,147.96,0.162,Completed,EGP
ORD-100434,2024-06-28,CUST-0042,Retail,,Groceries,Online,3,118.95,356.85,296.01,0.17,Completed,EGP
ORD-100752,2024-07-11,CUST-0060,Wholesale,Aswan,Groceries,Store,12,140.85,1690.15,1425.71,0.073,Completed,EGP
ORD-100693,2024-05-29,CUST-0126,Wholesale,Giza,Furniture,Store,12,1552.41,18628.98,14460.87,0.122,Completed,EGP
ORD-100061,2023-05-08,CUST-0277,Retail,Alexandria,Electronics,Store,4,2307.17,9228.66,5614.41,0.227,Completed,EGP
ORD-100216,2023-01-31,CUST-0177,Retail,Cairo,Groceries,Phone,1,113.17,113.17,75.29,0.078,Completed,EGP
ORD-100763,2024-11-04,CUST-0283,Retail,Cairo,Electronics,Store,5,3221.31,16106.56,13293.32,0.017,Completed,EGP
